,Year,Clump,Estimator,params,accuracy
485,2012,5,BaggingClassifier,NA,0.6338028169014085
486,2012,6,BaggingClassifier,NA,0.6901408450704225
487,2012,7,BaggingClassifier,NA,0.6619718309859155
488,2012,8,BaggingClassifier,NA,0.5070422535211268
489,2012,9,BaggingClassifier,NA,0.676056338028169
490,2012,10,BaggingClassifier,NA,0.6619718309859155
491,2012,11,BaggingClassifier,NA,0.6338028169014085
492,2012,12,BaggingClassifier,NA,0.6338028169014085
493,2012,13,BaggingClassifier,NA,0.704225352112676
494,2012,14,BaggingClassifier,NA,0.7323943661971831
495,2013,0,BaggingClassifier,NA,0.5074626865671642
496,2013,1,BaggingClassifier,NA,0.6119402985074627
497,2013,2,BaggingClassifier,NA,0.6268656716417911
498,2013,3,BaggingClassifier,NA,0.6716417910447762
499,2013,4,BaggingClassifier,NA,0.6417910447761194
500,2013,5,BaggingClassifier,NA,0.6417910447761194
501,2013,6,BaggingClassifier,NA,0.6865671641791045
502,2013,7,BaggingClassifier,NA,0.5970149253731343
503,2013,8,BaggingClassifier,NA,0.5522388059701493
504,2013,9,BaggingClassifier,NA,0.6268656716417911
505,2013,10,BaggingClassifier,NA,0.6417910447761194
506,2013,11,BaggingClassifier,NA,0.6865671641791045
507,2013,12,BaggingClassifier,NA,0.6119402985074627
508,2013,13,BaggingClassifier,NA,0.6716417910447762
509,2013,14,BaggingClassifier,NA,0.6716417910447762
